GEO.id,INCOME.aggregate
8600000US04475,8459800
8600000US04476,30571900
8600000US04478,5106900
8600000US04479,32143300
8600000US04481,11279500
8600000US04485,5878100
8600000US04487,13281300
8600000US04488,30168300
8600000US04489,6984100
8600000US04490,3841400
8600000US04491,2234700
8600000US04492,3163700
8600000US04493,41377700
8600000US04495,8232200
8600000US04496,88062600
8600000US04497,6225800
8600000US04530,282012700
8600000US04535,20369700
8600000US04537,49262800
8600000US04538,68781900
8600000US04539,38813600
8600000US04541,3608400
8600000US04543,51538400
8600000US04544,24447900
8600000US04547,29079500
8600000US04548,27065400
8600000US04551,27236200
8600000US04553,55126800
8600000US04554,24754800
8600000US04555,51207600
8600000US04556,29401500
8600000US04558,6368200
8600000US04562,59966700
8600000US04563,32404800
8600000US04564,18911100
8600000US04568,18797400
8600000US04570,
8600000US04571,13736700
8600000US04572,104145500
8600000US04573,13167300
8600000US04574,29563500
8600000US04575,6322700
8600000US04576,20393200
8600000US04578,107502500
8600000US04579,83335300
8600000US04605,350642500
8600000US04606,29506000
8600000US04607,25131900
8600000US04609,150724500
8600000US04611,10273800
8600000US04612,22641900
8600000US04613,4616600
8600000US04614,88025100
8600000US04616,30038700
8600000US04617,28976300
8600000US04619,62777500
8600000US04622,24735200
8600000US04623,22124200
8600000US04624,6925200
8600000US04625,861500
8600000US04626,9686600
8600000US04627,38488200
8600000US04628,12082900
8600000US04629,4533600
8600000US04630,26477900
8600000US04631,29674500
8600000US04634,39502300
8600000US04635,1487400
8600000US04637,5130900
8600000US04640,62774400
8600000US04642,13521600
8600000US04643,16687000
8600000US04645,2433400
8600000US04646,2273200
8600000US04648,10860600
8600000US04649,24743500
8600000US04650,3948100
8600000US04652,38598000
8600000US04653,10591000
8600000US04654,60615400
8600000US04655,25799200
